term,is_vocab_term,confidence_score,original_url,preferred_label,alternative_label
copper,FALSE,0.8,https://soilwise-he.github.io/soil-health#Copper,copper,
cottages,FALSE,1,https://soilwise-he.github.io/soil-health#Cottages,cottages,
country,FALSE,1,https://soilwise-he.github.io/soil-health#Country,country,
cover crops,TRUE,0.98,https://soilwise-he.github.io/soil-health#CoverCrops,cover crops,
covered rocky layers,FALSE,0.85,https://soilwise-he.github.io/soil-health#CoveredRockyLayers,covered rocky layers,
critical concentrations,FALSE,0.85,https://soilwise-he.github.io/soil-health#CriticalConcentrations,critical concentrations,
critical exposure value,FALSE,0.7,https://soilwise-he.github.io/soil-health#CriticalExposureValue,critical exposure value,
critical level,FALSE,0.85,https://soilwise-he.github.io/soil-health#CriticalLevel,critical level,
critical level at preventive activity,FALSE,0.92,https://soilwise-he.github.io/soil-health#CriticalLevelAtPreventiveActivity,critical level at preventive activity,
critical level at restorative activity,FALSE,0.95,https://soilwise-he.github.io/soil-health#CriticalLevelAtRestorativeActivity,critical level at restorative activity,
critical level at soil functions,FALSE,0.85,https://soilwise-he.github.io/soil-health#CriticalLevelAtSoilFunctions,critical level at soil functions,
critical limits,FALSE,0.8,https://soilwise-he.github.io/soil-health#CriticalLimits,critical limits,
critical limits in food,FALSE,0.95,https://soilwise-he.github.io/soil-health#CriticalLimitsInFood,critical limits in food,
critical load of heavy metal content in soils related to different land uses,FALSE,0.93,https://soilwise-he.github.io/soil-health#CriticalLoadOfHeavyMetalContentInSoilsRelatedToDifferentLandUses,critical load of heavy metal content in soils related to different land uses,
critical N leaching rate,FALSE,0.88,https://soilwise-he.github.io/soil-health#CriticalNLeachingRate,critical N leaching rate,
critical N loads,TRUE,0.88,https://soilwise-he.github.io/soil-health#CriticalNLoads,critical N loads,
critical SOC contents,FALSE,0.95,https://soilwise-he.github.io/soil-health#CriticalSOCContents,critical SOC contents,
critical SOC levels,FALSE,0.93,https://soilwise-he.github.io/soil-health#CriticalSOCLevels,critical SOC levels,
critical SOM levels,FALSE,0.9,https://soilwise-he.github.io/soil-health#CriticalSOMLevels,critical SOM levels,
critical soil moisture levels,FALSE,0.9,https://soilwise-he.github.io/soil-health#CriticalSoilMoistureLevels,critical soil moisture levels,
crop growth,FALSE,0.85,https://soilwise-he.github.io/soil-health#CropGrowth,crop growth,
crop production,FALSE,0.95,https://soilwise-he.github.io/soil-health#CropProduction,crop production,
crop productivity,FALSE,0.82,https://soilwise-he.github.io/soil-health#CropProductivity,crop productivity,
crop quality,FALSE,0.85,https://soilwise-he.github.io/soil-health#CropQuality,crop quality,
crop residue input,TRUE,0.91,https://soilwise-he.github.io/soil-health#CropResidueInput,crop residue input,
crop selection,FALSE,0.92,https://soilwise-he.github.io/soil-health#CropSelection,crop selection,
crop type,TRUE,0.85,https://soilwise-he.github.io/soil-health#CropType,crop type,
crop yield losses,FALSE,0.92,https://soilwise-he.github.io/soil-health#CropYieldLosses,crop yield losses,
crop yield response,FALSE,0.88,https://soilwise-he.github.io/soil-health#CropYieldResponse,crop yield response,
crop yields,FALSE,0.95,https://soilwise-he.github.io/soil-health#CropYields,crop yields,crop yield
cropland,TRUE,0.95,https://soilwise-he.github.io/soil-health#Cropland,cropland,
crops,FALSE,0.85,https://soilwise-he.github.io/soil-health#Crops,crops,
cultivated carbon-rich soils,FALSE,0.9,https://soilwise-he.github.io/soil-health#CultivatedCarbonrichSoils,cultivated carbon-rich soils,
cultivated soils,TRUE,0.9,https://soilwise-he.github.io/soil-health#CultivatedSoils,cultivated soils,
cultivated soils in sewage farms,FALSE,0.93,https://soilwise-he.github.io/soil-health#CultivatedSoilsInSewageFarms,cultivated soils in sewage farms,
cultivation,FALSE,0.85,https://soilwise-he.github.io/soil-health#Cultivation,cultivation,
cultural services,FALSE,0.85,https://soilwise-he.github.io/soil-health#CulturalServices,cultural services,
current harmful practices,FALSE,0.98,https://soilwise-he.github.io/soil-health#CurrentHarmfulPractices,current harmful practices,
current soil management,FALSE,0.95,https://soilwise-he.github.io/soil-health#CurrentSoilManagement,current soil management,
cyclic stress,FALSE,0.75,https://soilwise-he.github.io/soil-health#CyclicStress,cyclic stress,
DDT,TRUE,0.9,https://soilwise-he.github.io/soil-health#DDT,,DDT
DNA extraction,FALSE,0.85,https://soilwise-he.github.io/soil-health#DNAExtraction,DNA extraction,
DNA yield,TRUE,0.8,https://soilwise-he.github.io/soil-health#DNAYield,DNA yield,
DNA-based bacteria extraction,FALSE,0.95,https://soilwise-he.github.io/soil-health#DNAbasedBacteriaExtraction,DNA-based bacteria extraction,
DNA-based fungi extraction,FALSE,0.95,https://soilwise-he.github.io/soil-health#DNAbasedFungiExtraction,DNA-based fungi extraction,
DNA-based nematode extraction,FALSE,0.85,https://soilwise-he.github.io/soil-health#DNAbasedNematodeExtraction,DNA-based nematode extraction,
DNA-based soil archaea,FALSE,0.9,https://soilwise-he.github.io/soil-health#DNAbasedSoilArchaea,DNA-based soil archaea,
DNA-based soil bacteria,FALSE,0.85,https://soilwise-he.github.io/soil-health#DNAbasedSoilBacteria,DNA-based soil bacteria,
DNA-based soil fungi,FALSE,0.8,https://soilwise-he.github.io/soil-health#DNAbasedSoilFungi,DNA-based soil fungi,
DNA-based soil invertebrates,FALSE,0.82,https://soilwise-he.github.io/soil-health#DNAbasedSoilInvertebrates,DNA-based soil invertebrates,
DNA-based soil protists,FALSE,0.8,https://soilwise-he.github.io/soil-health#DNAbasedSoilProtists,DNA-based soil protists,
dam sedimentation,FALSE,0.85,https://soilwise-he.github.io/soil-health#DamSedimentation,dam sedimentation,
dams,FALSE,0.95,https://soilwise-he.github.io/soil-health#Dams,dams,
dark colors,FALSE,0.98,https://soilwise-he.github.io/soil-health#DarkColors,dark colors,
database for metals,FALSE,0.95,https://soilwise-he.github.io/soil-health#DatabaseForMetals,database for metals,
database for organic pollutants,FALSE,0.98,https://soilwise-he.github.io/soil-health#DatabaseForOrganicPollutants,database for organic pollutants,
dead organic components,TRUE,0.85,https://soilwise-he.github.io/soil-health#DeadOrganicComponents,dead organic components,
deciduous forest stands,FALSE,0.82,https://soilwise-he.github.io/soil-health#DeciduousForestStands,deciduous forest stands,
deciduous forests,FALSE,0.8,https://soilwise-he.github.io/soil-health#DeciduousForests,deciduous forests,
deciduous tree species,FALSE,0.85,https://soilwise-he.github.io/soil-health#DeciduousTreeSpecies,deciduous tree species,
decline in SOC levels,FALSE,0.97,https://soilwise-he.github.io/soil-health#DeclineInSOCLevels,decline in SOC levels,
decomposer activity,TRUE,0.85,https://soilwise-he.github.io/soil-health#DecomposerActivity,decomposer activity,
decomposition,TRUE,0.85,https://soilwise-he.github.io/soil-health#Decomposition,decomposition,
decomposition status,TRUE,0.82,https://soilwise-he.github.io/soil-health#DecompositionStatus,decomposition status,
deeper soil layers,FALSE,0.85,https://soilwise-he.github.io/soil-health#DeeperSoilLayers,deeper soil layers,
deeply developed soils,FALSE,0.95,https://soilwise-he.github.io/soil-health#DeeplyDevelopedSoils,deeply developed soils,
deformation,FALSE,0.7,https://soilwise-he.github.io/soil-health#Deformation,deformation,
degraded land,FALSE,0.8,https://soilwise-he.github.io/soil-health#DegradedLand,degraded land,
degraded soil surfaces,FALSE,0.85,https://soilwise-he.github.io/soil-health#DegradedSoilSurfaces,degraded soil surfaces,
degraded soils,FALSE,0.9,https://soilwise-he.github.io/soil-health#DegradedSoils,degraded soils,
denitrification,TRUE,1,https://soilwise-he.github.io/soil-health#Denitrification,denitrification,
de-nitrifiers,TRUE,0.85,https://soilwise-he.github.io/soil-health#Denitrifiers,de-nitrifiers,
dense trafficking,FALSE,0.95,https://soilwise-he.github.io/soil-health#DenseTrafficking,dense trafficking,
densified aggregates,TRUE,0.8,https://soilwise-he.github.io/soil-health#DensifiedAggregates,densified aggregates,
density of new urbanisation,FALSE,0.95,https://soilwise-he.github.io/soil-health#DensityOfNewUrbanisation,density of new urbanisation,
derived soil properties,TRUE,0.9,https://soilwise-he.github.io/soil-health#DerivedSoilProperties,derived soil properties,
desertification,TRUE,0.95,https://soilwise-he.github.io/soil-health#Desertification,desertification,
desk study,FALSE,0.95,https://soilwise-he.github.io/soil-health#DeskStudy,desk study,
deteriorating soil functions,FALSE,0.97,https://soilwise-he.github.io/soil-health#DeterioratingSoilFunctions,deteriorating soil functions,
developed land,FALSE,0.85,https://soilwise-he.github.io/soil-health#DevelopedLand,developed land,
dieldrin,TRUE,0.98,https://soilwise-he.github.io/soil-health#Dieldrin,dieldrin,
diffuse polluted sites,FALSE,0.85,https://soilwise-he.github.io/soil-health#DiffusePollutedSites,diffuse polluted sites,
diffuse pollution indicators,TRUE,0.82,https://soilwise-he.github.io/soil-health#DiffusePollutionIndicators,diffuse pollution indicators,
diffuse soil pollution,TRUE,0.92,https://soilwise-he.github.io/soil-health#DiffuseSoilPollution,diffuse soil pollution,diffuse pollution
diffuse sources,FALSE,0.85,https://soilwise-he.github.io/soil-health#DiffuseSources,diffuse sources,
digestate,TRUE,0.95,https://soilwise-he.github.io/soil-health#Digestate,digestate,
dimensions of erosion features,FALSE,0.8,https://soilwise-he.github.io/soil-health#DimensionsOfErosionFeatures,dimensions of erosion features,
dinitrogen,TRUE,0.95,https://soilwise-he.github.io/soil-health#Dinitrogen,dinitrogen,
dioxins,TRUE,0.95,https://soilwise-he.github.io/soil-health#Dioxins,dioxins,
direct consumption of polluted water,FALSE,0.98,https://soilwise-he.github.io/soil-health#DirectConsumptionOfPollutedWater,direct consumption of polluted water,
direct indicators,FALSE,0.8,https://soilwise-he.github.io/soil-health#DirectIndicators,direct indicators,
discontinuous urban fabric,FALSE,0.85,https://soilwise-he.github.io/soil-health#DiscontinuousUrbanFabric,discontinuous urban fabric,
dispersible clay,TRUE,0.95,https://soilwise-he.github.io/soil-health#DispersibleClay,dispersible clay,
dissolved aluminium concentrations,TRUE,0.92,https://soilwise-he.github.io/soil-health#DissolvedAluminiumConcentrations,dissolved aluminium concentrations,
dissolved organic matter formation,FALSE,0.9,https://soilwise-he.github.io/soil-health#DissolvedOrganicMatterFormation,dissolved organic matter formation,
dissolved total inorganic N concentration,TRUE,0.9,https://soilwise-he.github.io/soil-health#DissolvedTotalInorganicNConcentration,dissolved total inorganic N concentration,
distribution,FALSE,0.85,https://soilwise-he.github.io/soil-health#Distribution,distribution,
disturbance,FALSE,0.75,https://soilwise-he.github.io/soil-health#Disturbance,disturbance,
diversity of collembolans,FALSE,0.95,https://soilwise-he.github.io/soil-health#DiversityOfCollembolans,diversity of collembolans,
diversity of earthworms,FALSE,0.85,https://soilwise-he.github.io/soil-health#DiversityOfEarthworms,diversity of earthworms,
diversity of soil biota individual groups,FALSE,0.95,https://soilwise-he.github.io/soil-health#DiversityOfSoilBiotaIndividualGroups,diversity of soil biota individual groups,
drainage,TRUE,0.94,https://soilwise-he.github.io/soil-health#Drainage,drainage,
drainage improvement,FALSE,0.9,https://soilwise-he.github.io/soil-health#DrainageImprovement,drainage improvement,
drainage system failure,FALSE,0.92,https://soilwise-he.github.io/soil-health#DrainageSystemFailure,drainage system failure,
drainage systems,TRUE,0.92,https://soilwise-he.github.io/soil-health#DrainageSystems,drainage systems,
drained organic soils,TRUE,0.85,https://soilwise-he.github.io/soil-health#DrainedOrganicSoils,drained organic soils,
drier conditions,FALSE,0.98,https://soilwise-he.github.io/soil-health#DrierConditions,drier conditions,
drinking water,FALSE,0.95,https://soilwise-he.github.io/soil-health#DrinkingWater,drinking water,
drinking water pollution,FALSE,0.96,https://soilwise-he.github.io/soil-health#DrinkingWaterPollution,drinking water pollution,
drinking water quality standard,FALSE,0.95,https://soilwise-he.github.io/soil-health#DrinkingWaterQualityStandard,drinking water quality standard,
driving,FALSE,1,https://soilwise-he.github.io/soil-health#Driving,driving,
drought,FALSE,0.95,https://soilwise-he.github.io/soil-health#Drought,drought,
dry cleaning,FALSE,1,https://soilwise-he.github.io/soil-health#DryCleaning,dry cleaning,
dry deposits,TRUE,0.8,https://soilwise-he.github.io/soil-health#DryDeposits,dry deposits,
dry summers,FALSE,0.95,https://soilwise-he.github.io/soil-health#DrySummers,dry summers,
drying,FALSE,0.9,https://soilwise-he.github.io/soil-health#Drying,drying,
dumps,FALSE,0.85,https://soilwise-he.github.io/soil-health#Dumps,dumps,
dust blown away,FALSE,0.97,https://soilwise-he.github.io/soil-health#DustBlownAway,dust blown away,
dust infiltration,TRUE,0.82,https://soilwise-he.github.io/soil-health#DustInfiltration,dust infiltration,
dwellers in the litter layer,FALSE,0.9,https://soilwise-he.github.io/soil-health#DwellersInTheLitterLayer,dwellers in the litter layer,
dwellers in the mineral layer,FALSE,0.92,https://soilwise-he.github.io/soil-health#DwellersInTheMineralLayer,dwellers in the mineral layer,
dynamic soil attributes,TRUE,0.92,https://soilwise-he.github.io/soil-health#DynamicSoilAttributes,dynamic soil attributes,
dynamic soil gas fluxes,FALSE,0.88,https://soilwise-he.github.io/soil-health#DynamicSoilGasFluxes,dynamic soil gas fluxes,
dynamic soil heat fluxes,FALSE,0.85,https://soilwise-he.github.io/soil-health#DynamicSoilHeatFluxes,dynamic soil heat fluxes,
dynamic soil parameters,FALSE,0.85,https://soilwise-he.github.io/soil-health#DynamicSoilParameters,dynamic soil parameters,
dynamic soil water fluxes,FALSE,0.92,https://soilwise-he.github.io/soil-health#DynamicSoilWaterFluxes,dynamic soil water fluxes,
EU policies,FALSE,1,https://soilwise-he.github.io/soil-health#EUPolicies,EU policies,
early spring,FALSE,1,https://soilwise-he.github.io/soil-health#EarlySpring,early spring,
earth,FALSE,0.97,https://soilwise-he.github.io/soil-health#Earth,earth,
earthworm abundance,TRUE,0.95,https://soilwise-he.github.io/soil-health#EarthwormAbundance,earthworm abundance,
earthworm frequency,TRUE,0.92,https://soilwise-he.github.io/soil-health#EarthwormFrequency,earthworm frequency,
earthworm richness,TRUE,0.95,https://soilwise-he.github.io/soil-health#EarthwormRichness,earthworm richness,
earthworms,TRUE,0.95,https://soilwise-he.github.io/soil-health#Earthworms,earthworms,
eastern Europe climate,FALSE,0.95,https://soilwise-he.github.io/soil-health#EasternEuropeClimate,eastern Europe climate,
ecological indicators,FALSE,0.7,https://soilwise-he.github.io/soil-health#EcologicalIndicators,ecological indicators,
ecological processes,FALSE,0.75,https://soilwise-he.github.io/soil-health#EcologicalProcesses,ecological processes,
